id,time,values,aqi,pollution
09,2023:03:14 00:41:02,385.4,417,Extremely hazardous
10,2023:03:14 00:41:02,366.2,408,Extremely hazardous
01,2023:03:14 00:41:52,18.0,63,Moderate
02,2023:03:14 00:41:52,213.0,263,Very unhealthy
03,2023:03:14 00:41:52,236.0,286,Very unhealthy
04,2023:03:14 00:41:52,31.6,92,Moderate
05,2023:03:14 00:41:52,140.8,195,Unhealthy
06,2023:03:14 00:41:52,282.7,332,Hazardous
07,2023:03:14 00:41:52,178.1,228,Very unhealthy
08,2023:03:14 00:41:52,481.2,465,Extremely hazardous
09,2023:03:14 00:41:52,363.4,406,Extremely hazardous
10,2023:03:14 00:41:52,505.6,478,Extremely hazardous
01,2023:03:14 00:42:42,342.9,392,Hazardous
02,2023:03:14 00:42:42,426.7,438,Extremely hazardous
03,2023:03:14 00:42:42,210.6,260,Very unhealthy
04,2023:03:14 00:42:42,263.3,313,Hazardous
05,2023:03:14 00:42:42,516.2,483,Extremely hazardous
06,2023:03:14 00:42:42,305.0,355,Hazardous
07,2023:03:14 00:42:42,382.9,416,Extremely hazardous
08,2023:03:14 00:42:42,99.0,173,Unhealthy
09,2023:03:14 00:42:42,484.5,467,Extremely hazardous
10,2023:03:14 00:42:42,418.6,434,Extremely hazardous
01,2023:03:14 00:43:32,368.1,409,Extremely hazardous
02,2023:03:14 00:43:32,292.9,342,Hazardous
03,2023:03:14 00:43:32,304.7,354,Hazardous
04,2023:03:14 00:43:32,401.1,425,Extremely hazardous
05,2023:03:14 00:43:32,28.9,86,Moderate
06,2023:03:14 00:43:32,10.8,45,Good
07,2023:03:14 00:43:32,228.4,278,Very unhealthy
08,2023:03:14 00:43:32,103.6,175,Unhealthy
09,2023:03:14 00:43:32,270.4,320,Hazardous
10,2023:03:14 00:43:32,423.0,436,Extremely hazardous
01,2023:03:14 00:44:22,398.8,424,Extremely hazardous
02,2023:03:14 00:44:22,321.3,371,Hazardous
03,2023:03:14 00:44:22,37.9,106,Slightly unhealthy
04,2023:03:14 00:44:22,191.2,241,Very unhealthy
05,2023:03:14 00:44:22,52.2,142,Slightly unhealthy
06,2023:03:14 00:44:22,190.4,240,Very unhealthy
07,2023:03:14 00:44:22,87.2,167,Unhealthy
08,2023:03:14 00:44:22,92.9,170,Unhealthy
09,2023:03:14 00:44:22,297.1,347,Hazardous
10,2023:03:14 00:44:22,68.9,157,Unhealthy
01,2023:03:14 00:45:12,231.5,281,Very unhealthy
02,2023:03:14 00:45:12,69.4,157,Unhealthy
03,2023:03:14 00:45:12,253.9,303,Hazardous
04,2023:03:14 00:45:12,461.0,455,Extremely hazardous
05,2023:03:14 00:45:12,227.1,277,Very unhealthy
06,2023:03:14 00:45:12,225.4,275,Very unhealthy
07,2023:03:14 00:45:12,30.2,89,Moderate
08,2023:03:14 00:45:12,478.0,464,Extremely hazardous
09,2023:03:14 00:45:12,250.1,300,Very unhealthy
10,2023:03:14 00:45:12,423.9,437,Extremely hazardous
01,2023:03:14 00:46:02,148.3,199,Unhealthy
02,2023:03:14 00:46:02,279.2,329,Hazardous
03,2023:03:14 00:46:02,150.8,200,Very unhealthy
04,2023:03:14 00:46:02,438.7,444,Extremely hazardous
05,2023:03:14 00:46:02,21.6,70,Moderate
06,2023:03:14 00:46:02,131.8,190,Unhealthy
07,2023:03:14 00:46:02,100.9,174,Unhealthy
08,2023:03:14 00:46:02,543.3,496,Extremely hazardous
09,2023:03:14 00:46:02,377.6,414,Extremely hazardous
10,2023:03:14 00:46:02,427.1,438,Extremely hazardous
01,2023:03:14 00:46:52,193.1,243,Very unhealthy
02,2023:03:14 00:46:52,219.4,269,Very unhealthy
03,2023:03:14 00:46:52,433.9,442,Extremely hazardous
04,2023:03:14 00:46:52,303.6,353,Hazardous
05,2023:03:14 00:46:52,90.5,168,Unhealthy
06,2023:03:14 00:46:52,109.6,178,Unhealthy
07,2023:03:14 00:46:52,378.1,414,Extremely hazardous
08,2023:03:14 00:46:52,340.4,390,Hazardous
09,2023:03:14 00:46:52,267.9,317,Hazardous
10,2023:03:14 00:46:52,411.2,430,Extremely hazardous
01,2023:03:14 00:47:42,519.2,484,Extremely hazardous
02,2023:03:14 00:47:42,418.4,434,Extremely hazardous
03,2023:03:14 00:47:42,464.6,457,Extremely hazardous
04,2023:03:14 00:47:42,293.6,343,Hazardous
05,2023:03:14 00:47:42,81.5,164,Unhealthy
06,2023:03:14 00:47:42,478.4,464,Extremely hazardous
07,2023:03:14 00:47:42,192.7,242,Very unhealthy
08,2023:03:14 00:47:42,236.9,286,Very unhealthy
09,2023:03:14 00:47:42,477.9,464,Extremely hazardous
10,2023:03:14 00:47:42,278.8,328,Hazardous
01,2023:03:14 00:48:32,315.3,365,Hazardous
02,2023:03:14 00:48:32,402.4,426,Extremely hazardous
03,2023:03:14 00:48:32,349.3,399,Hazardous
04,2023:03:14 00:48:32,516.9,483,Extremely hazardous
05,2023:03:14 00:48:32,230.2,280,Very unhealthy
06,2023:03:14 00:48:32,337.3,387,Hazardous
07,2023:03:14 00:48:32,154.6,204,Very unhealthy
08,2023:03:14 00:48:32,329.5,379,Hazardous
09,2023:03:14 00:48:32,470.9,460,Extremely hazardous
10,2023:03:14 00:48:32,304.7,354,Hazardous
01,2023:03:14 00:49:22,548.7,499,Extremely hazardous
02,2023:03:14 00:49:22,531.5,491,Extremely hazardous
03,2023:03:14 00:49:22,133.5,191,Unhealthy
04,2023:03:14 00:49:22,403.8,427,Extremely hazardous
05,2023:03:14 00:49:22,50.5,138,Slightly unhealthy
06,2023:03:14 00:49:22,477.2,463,Extremely hazardous
07,2023:03:14 00:49:22,393.5,422,Extremely hazardous
08,2023:03:14 00:49:22,99.6,173,Unhealthy
09,2023:03:14 00:49:22,222.2,272,Very unhealthy
10,2023:03:14 00:49:22,496.9,473,Extremely hazardous
01,2023:03:14 00:50:12,173.7,223,Very unhealthy
02,2023:03:14 00:50:12,450.4,450,Extremely hazardous
03,2023:03:14 00:50:12,481.2,465,Extremely hazardous
04,2023:03:14 00:50:12,255.6,305,Hazardous
05,2023:03:14 00:50:12,106.9,177,Unhealthy
06,2023:03:14 00:50:12,248.0,298,Very unhealthy
07,2023:03:14 00:50:12,286.1,336,Hazardous
08,2023:03:14 00:50:12,232.7,282,Very unhealthy
09,2023:03:14 00:50:12,457.7,454,Extremely hazardous
10,2023:03:14 00:50:12,211.8,261,Very unhealthy
01,2023:03:14 00:51:02,62.5,154,Unhealthy
02,2023:03:14 00:51:02,142.0,196,Unhealthy
03,2023:03:14 00:51:02,81.9,164,Unhealthy
04,2023:03:14 00:51:02,461.6,456,Extremely hazardous
05,2023:03:14 00:51:02,181.0,231,Very unhealthy
06,2023:03:14 00:51:02,436.4,443,Extremely hazardous
07,2023:03:14 00:51:02,385.4,417,Extremely hazardous
08,2023:03:14 00:51:02,366.2,408,Extremely hazardous
09,2023:03:14 00:51:02,18.0,63,Moderate
10,2023:03:14 00:51:02,213.0,263,Very unhealthy
01,2023:03:14 00:51:52,236.0,286,Very unhealthy
02,2023:03:14 00:51:52,31.6,92,Moderate
03,2023:03:14 00:51:52,140.8,195,Unhealthy
04,2023:03:14 00:51:52,282.7,332,Hazardous
05,2023:03:14 00:51:52,178.1,228,Very unhealthy
06,2023:03:14 00:51:52,481.2,465,Extremely hazardous
07,2023:03:14 00:51:52,363.4,406,Extremely hazardous
08,2023:03:14 00:51:52,505.6,478,Extremely hazardous
09,2023:03:14 00:51:52,342.9,392,Hazardous
10,2023:03:14 00:51:52,426.7,438,Extremely hazardous
01,2023:03:14 00:52:42,210.6,260,Very unhealthy
02,2023:03:14 00:52:42,263.3,313,Hazardous
03,2023:03:14 00:52:42,516.2,483,Extremely hazardous
04,2023:03:14 00:52:42,305.0,355,Hazardous
05,2023:03:14 00:52:42,382.9,416,Extremely hazardous
06,2023:03:14 00:52:42,99.0,173,Unhealthy
07,2023:03:14 00:52:42,484.5,467,Extremely hazardous
08,2023:03:14 00:52:42,418.6,434,Extremely hazardous
09,2023:03:14 00:52:42,368.1,409,Extremely hazardous
10,2023:03:14 00:52:42,292.9,342,Hazardous
01,2023:03:14 00:53:32,304.7,354,Hazardous
02,2023:03:14 00:53:32,401.1,425,Extremely hazardous
03,2023:03:14 00:53:32,28.9,86,Moderate
04,2023:03:14 00:53:32,10.8,45,Good
05,2023:03:14 00:53:32,228.4,278,Very unhealthy
06,2023:03:14 00:53:32,103.6,175,Unhealthy
07,2023:03:14 00:53:32,270.4,320,Hazardous
08,2023:03:14 00:53:32,423.0,436,Extremely hazardous
09,2023:03:14 00:53:32,398.8,424,Extremely hazardous
10,2023:03:14 00:53:32,321.3,371,Hazardous
01,2023:03:14 00:54:22,37.9,106,Slightly unhealthy
02,2023:03:14 00:54:22,191.2,241,Very unhealthy
03,2023:03:14 00:54:22,52.2,142,Slightly unhealthy
04,2023:03:14 00:54:22,190.4,240,Very unhealthy
05,2023:03:14 00:54:22,87.2,167,Unhealthy
06,2023:03:14 00:54:22,92.9,170,Unhealthy
07,2023:03:14 00:54:22,297.1,347,Hazardous
08,2023:03:14 00:54:22,68.9,157,Unhealthy
09,2023:03:14 00:54:22,231.5,281,Very unhealthy
10,2023:03:14 00:54:22,69.4,157,Unhealthy
01,2023:03:14 00:55:12,253.9,303,Hazardous
02,2023:03:14 00:55:12,461.0,455,Extremely hazardous
03,2023:03:14 00:55:12,227.1,277,Very unhealthy
04,2023:03:14 00:55:12,225.4,275,Very unhealthy
05,2023:03:14 00:55:12,30.2,89,Moderate
06,2023:03:14 00:55:12,478.0,464,Extremely hazardous
07,2023:03:14 00:55:12,250.1,300,Very unhealthy
08,2023:03:14 00:55:12,423.9,437,Extremely hazardous
09,2023:03:14 00:55:12,148.3,199,Unhealthy
10,2023:03:14 00:55:12,279.2,329,Hazardous
01,2023:03:14 00:56:02,150.8,200,Very unhealthy
02,2023:03:14 00:56:02,438.7,444,Extremely hazardous
03,2023:03:14 00:56:02,21.6,70,Moderate
04,2023:03:14 00:56:02,131.8,190,Unhealthy
05,2023:03:14 00:56:02,100.9,174,Unhealthy
06,2023:03:14 00:56:02,543.3,496,Extremely hazardous
07,2023:03:14 00:56:02,377.6,414,Extremely hazardous
08,2023:03:14 00:56:02,427.1,438,Extremely hazardous
09,2023:03:14 00:56:02,193.1,243,Very unhealthy
10,2023:03:14 00:56:02,219.4,269,Very unhealthy
01,2023:03:14 00:56:52,433.9,442,Extremely hazardous
02,2023:03:14 00:56:52,303.6,353,Hazardous
03,2023:03:14 00:56:52,90.5,168,Unhealthy
04,2023:03:14 00:56:52,109.6,178,Unhealthy
05,2023:03:14 00:56:52,378.1,414,Extremely hazardous
06,2023:03:14 00:56:52,340.4,390,Hazardous
07,2023:03:14 00:56:52,267.9,317,Hazardous
08,2023:03:14 00:56:52,411.2,430,Extremely hazardous
09,2023:03:14 00:56:52,519.2,484,Extremely hazardous
10,2023:03:14 00:56:52,418.4,434,Extremely hazardous
01,2023:03:14 00:57:42,464.6,457,Extremely hazardous
02,2023:03:14 00:57:42,293.6,343,Hazardous
03,2023:03:14 00:57:42,81.5,164,Unhealthy
04,2023:03:14 00:57:42,478.4,464,Extremely hazardous
05,2023:03:14 00:57:42,192.7,242,Very unhealthy
06,2023:03:14 00:57:42,236.9,286,Very unhealthy
07,2023:03:14 00:57:42,477.9,464,Extremely hazardous
08,2023:03:14 00:57:42,278.8,328,Hazardous
09,2023:03:14 00:57:42,315.3,365,Hazardous
10,2023:03:14 00:57:42,402.4,426,Extremely hazardous
01,2023:03:14 00:58:32,349.3,399,Hazardous
02,2023:03:14 00:58:32,516.9,483,Extremely hazardous
03,2023:03:14 00:58:32,230.2,280,Very unhealthy
04,2023:03:14 00:58:32,337.3,387,Hazardous
05,2023:03:14 00:58:32,154.6,204,Very unhealthy
06,2023:03:14 00:58:32,329.5,379,Hazardous
07,2023:03:14 00:58:32,470.9,460,Extremely hazardous
08,2023:03:14 00:58:32,304.7,354,Hazardous
09,2023:03:14 00:58:32,548.7,499,Extremely hazardous
10,2023:03:14 00:58:32,531.5,491,Extremely hazardous
01,2023:03:14 00:59:22,133.5,191,Unhealthy
02,2023:03:14 00:59:22,403.8,427,Extremely hazardous
03,2023:03:14 00:59:22,50.5,138,Slightly unhealthy
04,2023:03:14 00:59:22,477.2,463,Extremely hazardous
05,2023:03:14 00:59:22,393.5,422,Extremely hazardous
06,2023:03:14 00:59:22,99.6,173,Unhealthy
07,2023:03:14 00:59:22,222.2,272,Very unhealthy
08,2023:03:14 00:59:22,496.9,473,Extremely hazardous
09,2023:03:14 00:59:22,173.7,223,Very unhealthy
10,2023:03:14 00:59:22,450.4,450,Extremely hazardous
01,2023:03:14 01:00:12,481.2,465,Extremely hazardous
02,2023:03:14 01:00:12,255.6,305,Hazardous
03,2023:03:14 01:00:12,106.9,177,Unhealthy
04,2023:03:14 01:00:12,248.0,298,Very unhealthy
05,2023:03:14 01:00:12,286.1,336,Hazardous
06,2023:03:14 01:00:12,232.7,282,Very unhealthy
07,2023:03:14 01:00:12,457.7,454,Extremely hazardous
08,2023:03:14 01:00:12,211.8,261,Very unhealthy
09,2023:03:14 01:00:12,62.5,154,Unhealthy
10,2023:03:14 01:00:12,142.0,196,Unhealthy
01,2023:03:14 01:01:02,81.9,164,Unhealthy
02,2023:03:14 01:01:02,461.6,456,Extremely hazardous
03,2023:03:14 01:01:02,181.0,231,Very unhealthy
04,2023:03:14 01:01:02,436.4,443,Extremely hazardous
05,2023:03:14 01:01:02,385.4,417,Extremely hazardous
06,2023:03:14 01:01:02,366.2,408,Extremely hazardous
07,2023:03:14 01:01:02,18.0,63,Moderate
08,2023:03:14 01:01:02,213.0,263,Very unhealthy
09,2023:03:14 01:01:02,236.0,286,Very unhealthy
10,2023:03:14 01:01:02,31.6,92,Moderate
01,2023:03:14 01:01:52,140.8,195,Unhealthy
02,2023:03:14 01:01:52,282.7,332,Hazardous
03,2023:03:14 01:01:52,178.1,228,Very unhealthy
04,2023:03:14 01:01:52,481.2,465,Extremely hazardous
05,2023:03:14 01:01:52,363.4,406,Extremely hazardous
06,2023:03:14 01:01:52,505.6,478,Extremely hazardous
07,2023:03:14 01:01:52,342.9,392,Hazardous
08,2023:03:14 01:01:52,426.7,438,Extremely hazardous
09,2023:03:14 01:01:52,210.6,260,Very unhealthy
10,2023:03:14 01:01:52,263.3,313,Hazardous
01,2023:03:14 01:02:42,516.2,483,Extremely hazardous
02,2023:03:14 01:02:42,305.0,355,Hazardous
03,2023:03:14 01:02:42,382.9,416,Extremely hazardous
04,2023:03:14 01:02:42,99.0,173,Unhealthy
05,2023:03:14 01:02:42,484.5,467,Extremely hazardous
06,2023:03:14 01:02:42,418.6,434,Extremely hazardous
07,2023:03:14 01:02:42,368.1,409,Extremely hazardous
08,2023:03:14 01:02:42,292.9,342,Hazardous
09,2023:03:14 01:02:42,304.7,354,Hazardous
10,2023:03:14 01:02:42,401.1,425,Extremely hazardous
01,2023:03:14 01:03:32,28.9,86,Moderate
02,2023:03:14 01:03:32,10.8,45,Good
03,2023:03:14 01:03:32,228.4,278,Very unhealthy
04,2023:03:14 01:03:32,103.6,175,Unhealthy
05,2023:03:14 01:03:32,270.4,320,Hazardous
06,2023:03:14 01:03:32,423.0,436,Extremely hazardous
07,2023:03:14 01:03:32,398.8,424,Extremely hazardous
08,2023:03:14 01:03:32,321.3,371,Hazardous
09,2023:03:14 01:03:32,37.9,106,Slightly unhealthy
10,2023:03:14 01:03:32,191.2,241,Very unhealthy
01,2023:03:14 01:04:22,52.2,142,Slightly unhealthy
02,2023:03:14 01:04:22,190.4,240,Very unhealthy
03,2023:03:14 01:04:22,87.2,167,Unhealthy
04,2023:03:14 01:04:22,92.9,170,Unhealthy
05,2023:03:14 01:04:22,297.1,347,Hazardous
06,2023:03:14 01:04:22,68.9,157,Unhealthy
07,2023:03:14 01:04:22,231.5,281,Very unhealthy
08,2023:03:14 01:04:22,69.4,157,Unhealthy
09,2023:03:14 01:04:22,253.9,303,Hazardous
10,2023:03:14 01:04:22,461.0,455,Extremely hazardous
01,2023:03:14 01:05:12,227.1,277,Very unhealthy
02,2023:03:14 01:05:12,225.4,275,Very unhealthy
03,2023:03:14 01:05:12,30.2,89,Moderate
04,2023:03:14 01:05:12,478.0,464,Extremely hazardous
05,2023:03:14 01:05:12,250.1,300,Very unhealthy
06,2023:03:14 01:05:12,423.9,437,Extremely hazardous
07,2023:03:14 01:05:12,148.3,199,Unhealthy
08,2023:03:14 01:05:12,279.2,329,Hazardous
09,2023:03:14 01:05:12,150.8,200,Very unhealthy
10,2023:03:14 01:05:12,438.7,444,Extremely hazardous
01,2023:03:14 01:06:02,21.6,70,Moderate
02,2023:03:14 01:06:02,131.8,190,Unhealthy
03,2023:03:14 01:06:02,100.9,174,Unhealthy
04,2023:03:14 01:06:02,543.3,496,Extremely hazardous
05,2023:03:14 01:06:02,377.6,414,Extremely hazardous
06,2023:03:14 01:06:02,427.1,438,Extremely hazardous
07,2023:03:14 01:06:02,193.1,243,Very unhealthy
08,2023:03:14 01:06:02,219.4,269,Very unhealthy
09,2023:03:14 01:06:02,433.9,442,Extremely hazardous
10,2023:03:14 01:06:02,303.6,353,Hazardous
01,2023:03:14 01:06:52,90.5,168,Unhealthy
02,2023:03:14 01:06:52,109.6,178,Unhealthy
03,2023:03:14 01:06:52,378.1,414,Extremely hazardous
04,2023:03:14 01:06:52,340.4,390,Hazardous
05,2023:03:14 01:06:52,267.9,317,Hazardous
06,2023:03:14 01:06:52,411.2,430,Extremely hazardous
07,2023:03:14 01:06:52,519.2,484,Extremely hazardous
08,2023:03:14 01:06:52,418.4,434,Extremely hazardous
09,2023:03:14 01:06:52,464.6,457,Extremely hazardous
10,2023:03:14 01:06:52,293.6,343,Hazardous
01,2023:03:14 01:07:42,81.5,164,Unhealthy
02,2023:03:14 01:07:42,478.4,464,Extremely hazardous
03,2023:03:14 01:07:42,192.7,242,Very unhealthy
04,2023:03:14 01:07:42,236.9,286,Very unhealthy
05,2023:03:14 01:07:42,477.9,464,Extremely hazardous
06,2023:03:14 01:07:42,278.8,328,Hazardous
07,2023:03:14 01:07:42,315.3,365,Hazardous
08,2023:03:14 01:07:42,402.4,426,Extremely hazardous
09,2023:03:14 01:07:42,349.3,399,Hazardous
10,2023:03:14 01:07:42,516.9,483,Extremely hazardous
01,2023:03:14 01:08:32,230.2,280,Very unhealthy
02,2023:03:14 01:08:32,337.3,387,Hazardous
03,2023:03:14 01:08:32,154.6,204,Very unhealthy
04,2023:03:14 01:08:32,329.5,379,Hazardous
05,2023:03:14 01:08:32,470.9,460,Extremely hazardous
06,2023:03:14 01:08:32,304.7,354,Hazardous
07,2023:03:14 01:08:32,548.7,499,Extremely hazardous
08,2023:03:14 01:08:32,531.5,491,Extremely hazardous
09,2023:03:14 01:08:32,133.5,191,Unhealthy
10,2023:03:14 01:08:32,403.8,427,Extremely hazardous
01,2023:03:14 01:09:22,50.5,138,Slightly unhealthy
02,2023:03:14 01:09:22,477.2,463,Extremely hazardous
03,2023:03:14 01:09:22,393.5,422,Extremely hazardous
04,2023:03:14 01:09:22,99.6,173,Unhealthy
05,2023:03:14 01:09:22,222.2,272,Very unhealthy
06,2023:03:14 01:09:22,496.9,473,Extremely hazardous
07,2023:03:14 01:09:22,173.7,223,Very unhealthy
08,2023:03:14 01:09:22,450.4,450,Extremely hazardous
09,2023:03:14 01:09:22,481.2,465,Extremely hazardous
10,2023:03:14 01:09:22,255.6,305,Hazardous
01,2023:03:14 01:10:12,106.9,177,Unhealthy
02,2023:03:14 01:10:12,248.0,298,Very unhealthy
03,2023:03:14 01:10:12,286.1,336,Hazardous
04,2023:03:14 01:10:12,232.7,282,Very unhealthy
05,2023:03:14 01:10:12,457.7,454,Extremely hazardous
06,2023:03:14 01:10:12,211.8,261,Very unhealthy
07,2023:03:14 01:10:12,62.5,154,Unhealthy
08,2023:03:14 01:10:12,142.0,196,Unhealthy
09,2023:03:14 01:10:12,81.9,164,Unhealthy
10,2023:03:14 01:10:12,461.6,456,Extremely hazardous
01,2023:03:14 01:11:02,181.0,231,Very unhealthy
02,2023:03:14 01:11:02,436.4,443,Extremely hazardous
03,2023:03:14 01:11:02,385.4,417,Extremely hazardous
04,2023:03:14 01:11:02,366.2,408,Extremely hazardous
05,2023:03:14 01:11:02,18.0,63,Moderate
06,2023:03:14 01:11:02,213.0,263,Very unhealthy
07,2023:03:14 01:11:02,236.0,286,Very unhealthy
08,2023:03:14 01:11:02,31.6,92,Moderate
09,2023:03:14 01:11:02,140.8,195,Unhealthy
10,2023:03:14 01:11:02,282.7,332,Hazardous
01,2023:03:14 01:11:52,178.1,228,Very unhealthy
02,2023:03:14 01:11:52,481.2,465,Extremely hazardous
03,2023:03:14 01:11:52,363.4,406,Extremely hazardous
04,2023:03:14 01:11:52,505.6,478,Extremely hazardous
05,2023:03:14 01:11:52,342.9,392,Hazardous
06,2023:03:14 01:11:52,426.7,438,Extremely hazardous
07,2023:03:14 01:11:52,210.6,260,Very unhealthy
08,2023:03:14 01:11:52,263.3,313,Hazardous
09,2023:03:14 01:11:52,516.2,483,Extremely hazardous
10,2023:03:14 01:11:52,305.0,355,Hazardous
01,2023:03:14 01:12:42,382.9,416,Extremely hazardous
02,2023:03:14 01:12:42,99.0,173,Unhealthy
03,2023:03:14 01:12:42,484.5,467,Extremely hazardous
04,2023:03:14 01:12:42,418.6,434,Extremely hazardous
05,2023:03:14 01:12:42,368.1,409,Extremely hazardous
06,2023:03:14 01:12:42,292.9,342,Hazardous
07,2023:03:14 01:12:42,304.7,354,Hazardous
08,2023:03:14 01:12:42,401.1,425,Extremely hazardous
09,2023:03:14 01:12:42,28.9,86,Moderate
10,2023:03:14 01:12:42,10.8,45,Good
01,2023:03:14 01:13:32,228.4,278,Very unhealthy
02,2023:03:14 01:13:32,103.6,175,Unhealthy
03,2023:03:14 01:13:32,270.4,320,Hazardous
04,2023:03:14 01:13:32,423.0,436,Extremely hazardous
05,2023:03:14 01:13:32,398.8,424,Extremely hazardous
06,2023:03:14 01:13:32,321.3,371,Hazardous
07,2023:03:14 01:13:32,37.9,106,Slightly unhealthy
08,2023:03:14 01:13:32,191.2,241,Very unhealthy
09,2023:03:14 01:13:32,52.2,142,Slightly unhealthy
10,2023:03:14 01:13:32,190.4,240,Very unhealthy
01,2023:03:14 01:14:22,87.2,167,Unhealthy
02,2023:03:14 01:14:22,92.9,170,Unhealthy
03,2023:03:14 01:14:22,297.1,347,Hazardous
04,2023:03:14 01:14:22,68.9,157,Unhealthy
05,2023:03:14 01:14:22,231.5,281,Very unhealthy
06,2023:03:14 01:14:22,69.4,157,Unhealthy
07,2023:03:14 01:14:22,253.9,303,Hazardous
08,2023:03:14 01:14:22,461.0,455,Extremely hazardous
09,2023:03:14 01:14:22,227.1,277,Very unhealthy
10,2023:03:14 01:14:22,225.4,275,Very unhealthy
01,2023:03:14 01:15:12,30.2,89,Moderate
02,2023:03:14 01:15:12,478.0,464,Extremely hazardous
03,2023:03:14 01:15:12,250.1,300,Very unhealthy
04,2023:03:14 01:15:12,423.9,437,Extremely hazardous
05,2023:03:14 01:15:12,148.3,199,Unhealthy
06,2023:03:14 01:15:12,279.2,329,Hazardous
07,2023:03:14 01:15:12,150.8,200,Very unhealthy
08,2023:03:14 01:15:12,438.7,444,Extremely hazardous
09,2023:03:14 01:15:12,21.6,70,Moderate
10,2023:03:14 01:15:12,131.8,190,Unhealthy
01,2023:03:14 01:16:02,100.9,174,Unhealthy
02,2023:03:14 01:16:02,543.3,496,Extremely hazardous
03,2023:03:14 01:16:02,377.6,414,Extremely hazardous
04,2023:03:14 01:16:02,427.1,438,Extremely hazardous
05,2023:03:14 01:16:02,193.1,243,Very unhealthy
06,2023:03:14 01:16:02,219.4,269,Very unhealthy
07,2023:03:14 01:16:02,433.9,442,Extremely hazardous
08,2023:03:14 01:16:02,303.6,353,Hazardous
09,2023:03:14 01:16:02,90.5,168,Unhealthy
10,2023:03:14 01:16:02,109.6,178,Unhealthy
01,2023:03:14 01:16:52,378.1,414,Extremely hazardous
02,2023:03:14 01:16:52,340.4,390,Hazardous
03,2023:03:14 01:16:52,267.9,317,Hazardous
04,2023:03:14 01:16:52,411.2,430,Extremely hazardous
05,2023:03:14 01:16:52,519.2,484,Extremely hazardous
06,2023:03:14 01:16:52,418.4,434,Extremely hazardous
07,2023:03:14 01:16:52,464.6,457,Extremely hazardous
08,2023:03:14 01:16:52,293.6,343,Hazardous
09,2023:03:14 01:16:52,81.5,164,Unhealthy
10,2023:03:14 01:16:52,478.4,464,Extremely hazardous
01,2023:03:14 01:17:42,192.7,242,Very unhealthy
02,2023:03:14 01:17:42,236.9,286,Very unhealthy
03,2023:03:14 01:17:42,477.9,464,Extremely hazardous
04,2023:03:14 01:17:42,278.8,328,Hazardous
05,2023:03:14 01:17:42,315.3,365,Hazardous
06,2023:03:14 01:17:42,402.4,426,Extremely hazardous
07,2023:03:14 01:17:42,349.3,399,Hazardous
08,2023:03:14 01:17:42,516.9,483,Extremely hazardous
09,2023:03:14 01:17:42,230.2,280,Very unhealthy
10,2023:03:14 01:17:42,337.3,387,Hazardous
01,2023:03:14 01:18:32,154.6,204,Very unhealthy
02,2023:03:14 01:18:32,329.5,379,Hazardous
03,2023:03:14 01:18:32,470.9,460,Extremely hazardous
04,2023:03:14 01:18:32,304.7,354,Hazardous
05,2023:03:14 01:18:32,548.7,499,Extremely hazardous
06,2023:03:14 01:18:32,531.5,491,Extremely hazardous
07,2023:03:14 01:18:32,133.5,191,Unhealthy
08,2023:03:14 01:18:32,403.8,427,Extremely hazardous
09,2023:03:14 01:18:32,50.5,138,Slightly unhealthy
10,2023:03:14 01:18:32,477.2,463,Extremely hazardous
01,2023:03:14 01:19:22,393.5,422,Extremely hazardous
02,2023:03:14 01:19:22,99.6,173,Unhealthy
03,2023:03:14 01:19:22,222.2,272,Very unhealthy
04,2023:03:14 01:19:22,496.9,473,Extremely hazardous
05,2023:03:14 01:19:22,173.7,223,Very unhealthy
06,2023:03:14 01:19:22,450.4,450,Extremely hazardous
07,2023:03:14 01:19:22,481.2,465,Extremely hazardous
08,2023:03:14 01:19:22,255.6,305,Hazardous
09,2023:03:14 01:19:22,106.9,177,Unhealthy
10,2023:03:14 01:19:22,248.0,298,Very unhealthy
01,2023:03:14 01:20:12,286.1,336,Hazardous
02,2023:03:14 01:20:12,232.7,282,Very unhealthy
03,2023:03:14 01:20:12,457.7,454,Extremely hazardous
04,2023:03:14 01:20:12,211.8,261,Very unhealthy
05,2023:03:14 01:20:12,62.5,154,Unhealthy
06,2023:03:14 01:20:12,142.0,196,Unhealthy
07,2023:03:14 01:20:12,81.9,164,Unhealthy
08,2023:03:14 01:20:12,461.6,456,Extremely hazardous
09,2023:03:14 01:20:12,181.0,231,Very unhealthy
10,2023:03:14 01:20:12,436.4,443,Extremely hazardous
01,2023:03:14 01:21:02,385.4,417,Extremely hazardous
02,2023:03:14 01:21:02,366.2,408,Extremely hazardous
03,2023:03:14 01:21:02,18.0,63,Moderate
04,2023:03:14 01:21:02,213.0,263,Very unhealthy
05,2023:03:14 01:21:02,236.0,286,Very unhealthy
06,2023:03:14 01:21:02,31.6,92,Moderate
07,2023:03:14 01:21:02,140.8,195,Unhealthy
08,2023:03:14 01:21:02,282.7,332,Hazardous
09,2023:03:14 01:21:02,178.1,228,Very unhealthy
10,2023:03:14 01:21:02,481.2,465,Extremely hazardous
01,2023:03:14 01:21:52,363.4,406,Extremely hazardous
02,2023:03:14 01:21:52,505.6,478,Extremely hazardous
03,2023:03:14 01:21:52,342.9,392,Hazardous
04,2023:03:14 01:21:52,426.7,438,Extremely hazardous
05,2023:03:14 01:21:52,210.6,260,Very unhealthy
